,PLAYER_NAME,TEAM,FG%,FG3%,OREB,DREB,AST,STL,BLK,PF,PTS,PLUS_MINUS,AST%,AST_TO,OREB%,DREB%,TM_TOV%,TS%,USG%,PIE,PLAYER_POSITION,LT6FT_FREQ,LT6FT_DFGM,LT6FT_%DIFF,3PT_FREQ,3PT_DFGM,3PT_%DIFF,BT6_9FT_DFGM,BT6_9FT_%DIFF,BT6_9FT_FREQ,BT10_15FT_DFGM,BT10_15FT_%DIFF,BT10_15FT_FREQ,BT16FT_3PT_DFGM,BT16FT_3PT_%DIFF,BT16FT_3PT_FREQ,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LT_5FT_FGM,LT_5FT_FG%,BT5_9FT_FGM,BT5_9FT_FG%,BT10_14FT_FGM,BT10_14FT_FG%,BT15_19FT_FGM,BT15_19FT_FG%,BT20_24FT_FGM,BT20_24FT_FG%,BT25_29FT_FGM,BT25_29FT_FG%,ISO_PPP,ISO_FG%,ISO_POSS,PNR_HANDLER_PPP,PNR_HANDLER_FG%,PNR_HANDLER_POSS,PNR_ROLLMAN_PPP,PNR_ROLLMAN_FG%,PNR_ROLLMAN_POSS,TRANSITION_PPP,TRANSITION_FG%,TRANSITION_POSS,POST_UP_PPP,POST_UP_FG%,POST_UP_POSS,SPOT_UP_PPP,SPOT_UP_FG%,SPOT_UP_POSS,HANDOFF_PPP,HANDOFF_FG%,HANDOFF_POSS,CUT_PPP,CUT_FG%,CUT_POSS,OFF_SCREEN_PPP,OFF_SCREEN_FG%,OFF_SCREEN_POSS,PUTBACK_PPP,PUTBACK_FG%,PUTBACK_POSS,PASSES_MADE,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS%
88,Dejounte Murray,SAS,0.453,0.317,0.9,6.2,5.4,1.5,0.1,2.0,15.7,1.3,0.246,3.1,0.026,0.19,7.7,0.509,0.231,0.124,G,0.474,3.52,0.027,0.313,1.36,0.004,0.43999999999999995,-0.06399999999999989,0.082,0.3600000000000003,-0.04600000000000015,0.078,0.21999999999999997,-0.02100000000000002,0.053,2.76,2.27,2.88,0.0,0.22,0.34,0.54,2.2,0.583,0.8,0.39,1.4,0.451,1.2,0.46,0.4,0.321,0.6,0.333,0.767,0.413,1.3,0.843,0.444,6.7,0.0,0.0,0.0,1.112,0.568,2.8,0.0,0.0,0.0,0.947,0.406,4.2,0.647,0.355,0.5,1.375,0.714,0.4,0.0,0.0,0.0,1.077,0.545,0.4,50.2,0.6,9.6,0.108
89,Delon Wright,SAC,0.463,0.372,1.0,3.2,4.4,1.6,0.5,1.2,10.2,-1.7,0.237,3.35,0.036,0.122,8.9,0.562,0.163,0.115,G,0.439,2.74,0.015,0.297,0.93,-0.051,0.4099999999999997,-0.09899999999999992,0.096,0.37000000000000033,0.01599999999999996,0.081,0.37,0.03999999999999998,0.087,2.3,1.44,2.95,0.03,0.17,0.37,0.48,2.1,0.583,0.4,0.359,0.2,0.367,0.1,0.5,0.3,0.328,0.7,0.408,0.538,0.2,0.5,0.885,0.451,4.2,0.0,0.0,0.0,1.239,0.579,1.7,0.0,0.0,0.0,1.288,0.5,1.9,0.769,0.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0.5,8.8,0.096
90,Deni Avdija,WAS,0.417,0.315,0.4,4.4,1.2,0.6,0.3,2.6,6.3,-1.5,0.064,1.91,0.017,0.181,7.7,0.515,0.118,0.06,F,0.403,2.42,-0.06,0.364,1.62,0.033,0.4700000000000002,-0.0779999999999999,0.095,0.3699999999999999,0.011000000000000065,0.076,0.2899999999999998,0.05099999999999999,0.062,3.57,2.87,1.26,0.04,0.19,0.2,0.17,1.0,0.651,0.2,0.364,0.1,0.3,0.1,0.273,0.3,0.281,0.7,0.352,0.0,0.0,0.0,0.84,0.429,0.5,1.273,0.545,0.2,1.082,0.521,1.6,0.0,0.0,0.0,0.83,0.306,2.9,0.0,0.0,0.0,1.294,0.633,0.6,0.0,0.0,0.0,1.091,0.5,0.2,23.8,0.3,2.0,0.049
91,Dennis Schroder,LAL,0.437,0.335,0.5,3.0,5.8,1.1,0.2,2.6,15.4,1.4,0.262,2.15,0.016,0.093,11.8,0.543,0.227,0.097,G,0.381,3.38,0.092,0.341,1.59,0.0,0.45999999999999996,-0.1269999999999999,0.091,0.4100000000000006,-0.09700000000000009,0.095,0.3899999999999999,-0.05499999999999999,0.092,2.59,2.26,1.82,0.16,0.39,0.48,0.48,2.4,0.529,0.5,0.373,0.7,0.392,0.7,0.526,0.4,0.338,0.8,0.345,0.905,0.418,1.6,0.876,0.468,6.9,0.0,0.0,0.0,0.865,0.43,2.3,0.0,0.0,0.0,1.044,0.391,3.4,0.91,0.435,1.3,1.524,0.789,0.3,1.0,0.333,0.2,0.0,0.0,0.0,58.9,1.4,10.9,0.098
92,Dennis Smith Jr.,DET,0.4,0.328,0.5,1.9,3.3,1.0,0.6,1.6,6.7,-0.8,0.276,2.96,0.029,0.099,10.0,0.492,0.191,0.093,G,0.372,1.83,-0.01,0.314,0.7,-0.096,0.56,-0.1190000000000001,0.172,0.2699999999999997,0.05500000000000005,0.063,0.21000000000000008,-0.05299999999999999,0.078,2.3,1.91,2.26,0.0,0.26,0.22,0.17,1.0,0.5,0.2,0.5,0.3,0.5,0.2,0.357,0.3,0.292,0.6,0.326,0.667,0.273,0.6,0.892,0.452,3.7,0.0,0.0,0.0,0.76,0.357,1.3,0.0,0.0,0.0,0.897,0.37,1.4,0.364,0.222,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,0.3,6.1,0.102
93,Denzel Valentine,CHI,0.373,0.331,0.4,2.8,1.7,0.5,0.1,1.1,6.5,0.7,0.144,2.5,0.022,0.168,7.4,0.479,0.19,0.085,G,0.366,1.3,0.023,0.417,0.75,-0.034,0.17999999999999994,-0.09499999999999992,0.076,0.1200000000000001,-0.04200000000000015,0.058,0.27,0.21899999999999997,0.083,1.31,1.53,0.77,0.0,0.13,0.11,0.31,0.4,0.587,0.2,0.375,0.3,0.339,0.1,0.364,0.5,0.327,0.9,0.349,0.25,0.133,0.3,0.897,0.437,1.6,1.455,0.5,0.2,0.925,0.429,1.1,0.0,0.0,0.0,0.963,0.348,2.6,0.8,0.34,0.9,0.0,0.0,0.0,0.409,0.158,0.4,0.0,0.0,0.0,15.4,0.2,3.1,0.11
94,Derrick Favors,UTA,0.638,0.0,2.0,3.5,0.6,0.5,1.0,2.1,5.4,0.5,0.059,1.22,0.13,0.227,10.1,0.663,0.125,0.111,F,0.431,2.76,-0.019,0.21,0.75,-0.02,0.6100000000000003,-0.07599999999999996,0.124,0.5699999999999996,-0.06,0.121,0.49,0.032999999999999974,0.113,6.78,1.53,0.81,0.03,2.38,0.28,0.21,1.6,0.694,0.4,0.694,0.2,0.5,0.1,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.237,0.636,1.4,1.714,0.917,0.2,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,1.306,0.686,1.4,0.0,0.0,0.0,1.159,0.623,1.0,11.2,0.1,1.3,0.058
95,Derrick Jones Jr.,POR,0.484,0.316,1.3,2.2,0.8,0.6,0.9,2.2,6.8,-1.1,0.049,1.47,0.055,0.094,7.6,0.576,0.122,0.058,F,0.37,2.02,-0.01,0.338,1.11,-0.01,0.18000000000000016,-0.2149999999999999,0.062,0.3799999999999999,-0.033000000000000085,0.102,0.5199999999999998,0.062,0.127,3.16,2.1,1.48,0.0,0.76,0.29,0.48,1.7,0.643,0.0,0.222,0.0,1.0,0.0,0.0,0.6,0.358,0.2,0.231,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.75,0.3,1.226,0.63,1.1,0.0,0.0,0.0,0.97,0.341,2.3,0.0,0.0,0.0,1.228,0.667,1.4,0.0,0.0,0.0,1.111,0.553,0.8,12.9,0.1,1.5,0.063
96,Derrick Rose,NYK,0.47,0.388,0.4,2.2,4.2,1.0,0.4,1.1,14.7,2.7,0.276,2.68,0.015,0.081,8.2,0.55,0.252,0.133,G,0.377,2.0,-0.041,0.338,1.04,-0.033,0.52,-0.04300000000000015,0.117,0.30000000000000004,-0.08099999999999996,0.091,0.17999999999999994,-0.126,0.077,1.72,1.86,1.46,0.04,0.08,0.36,0.36,1.9,0.513,0.9,0.443,0.8,0.513,0.9,0.489,0.4,0.396,0.8,0.406,1.152,0.517,0.9,0.984,0.493,7.2,0.0,0.0,0.0,1.049,0.548,1.7,0.0,0.0,0.0,1.172,0.466,2.7,0.792,0.409,0.7,0.875,0.438,0.5,0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.5,8.5,0.103
97,Derrick White,SAS,0.411,0.346,0.4,2.6,3.5,0.7,1.0,2.5,15.4,2.6,0.168,2.82,0.012,0.086,6.7,0.55,0.223,0.09,G,0.374,2.72,-0.09,0.326,2.03,0.069,0.6699999999999999,-0.10399999999999993,0.112,0.7199999999999998,0.03499999999999981,0.107,0.4400000000000004,-0.0040000000000000036,0.081,4.47,3.03,1.94,0.39,0.44,0.31,0.25,1.6,0.592,0.8,0.468,0.3,0.294,0.1,0.286,0.7,0.381,1.7,0.331,1.091,0.556,0.3,0.735,0.313,4.7,0.0,0.0,0.0,1.128,0.508,2.2,0.0,0.0,0.0,1.104,0.393,5.1,1.171,0.563,1.0,1.333,0.556,0.3,1.222,0.419,1.0,0.0,0.0,0.0,29.7,0.4,5.6,0.119
98,Desmond Bane,MEM,0.469,0.432,0.5,2.6,1.7,0.6,0.2,1.8,9.2,0.2,0.105,2.0,0.019,0.116,8.5,0.6,0.155,0.08,G,0.265,0.94,-0.085,0.46,1.13,0.002,0.3700000000000001,-0.017999999999999905,0.107,0.18999999999999972,-0.12100000000000005,0.092,0.2100000000000002,0.033999999999999975,0.076,1.9,2.26,1.29,0.0,0.18,0.13,0.37,1.0,0.591,0.3,0.477,0.3,0.429,0.2,0.5,0.9,0.444,0.9,0.408,0.0,0.0,0.0,0.635,0.333,0.8,0.0,0.0,0.0,1.172,0.504,1.9,0.0,0.0,0.0,1.202,0.47,3.5,1.059,0.5,0.8,1.103,0.519,0.4,0.686,0.324,0.5,0.0,0.0,0.0,22.2,0.3,3.1,0.078
99,Devin Booker,PHX,0.484,0.34,0.5,3.7,4.3,0.8,0.2,2.7,25.6,4.9,0.2,1.4,0.016,0.108,10.6,0.587,0.319,0.125,G,0.383,3.05,0.01,0.393,1.6,-0.044,0.38000000000000034,-0.051999999999999935,0.062,0.3899999999999997,-0.0010000000000001674,0.072,0.4299999999999997,0.0020000000000000018,0.089,2.61,2.73,1.1,0.01,0.33,0.37,0.31,2.8,0.622,1.0,0.504,1.9,0.524,1.3,0.503,0.9,0.439,1.3,0.312,0.847,0.406,3.1,1.018,0.505,6.5,0.0,0.0,0.0,1.137,0.5,4.5,1.078,0.545,1.1,1.021,0.401,2.8,0.965,0.518,1.7,1.418,0.75,0.8,0.978,0.466,2.7,1.533,0.667,0.2,29.0,0.9,8.4,0.149
100,Devin Vassell,SAS,0.406,0.347,0.4,2.4,0.9,0.7,0.3,1.4,5.5,-1.0,0.071,2.55,0.021,0.138,5.5,0.524,0.138,0.071,G-F,0.456,1.59,-0.02,0.334,0.84,0.045,0.26,-0.007999999999999896,0.084,0.1599999999999997,-0.04400000000000004,0.071,0.18000000000000005,0.15400000000000003,0.056,1.87,1.26,1.32,0.0,0.15,0.21,0.24,0.5,0.651,0.1,0.429,0.3,0.419,0.3,0.39,0.5,0.353,0.4,0.319,0.0,0.0,0.0,0.976,0.462,0.7,0.0,0.0,0.0,1.087,0.482,1.1,0.0,0.0,0.0,0.956,0.343,2.5,1.036,0.48,0.5,1.375,0.583,0.3,0.0,0.0,0.0,1.0,0.5,0.2,10.9,0.0,1.2,0.083
101,Devonte' Graham,CHA,0.377,0.375,0.4,2.3,5.4,0.9,0.1,1.4,14.8,1.8,0.272,3.51,0.013,0.075,7.5,0.552,0.211,0.103,G,0.381,2.76,0.043,0.414,1.52,-0.033,0.43000000000000016,-0.006999999999999895,0.074,0.24,-0.10800000000000004,0.068,0.17999999999999994,-0.126,0.064,0.87,2.25,1.82,0.16,0.13,0.29,0.42,0.5,0.424,0.1,0.269,0.2,0.306,0.5,0.455,0.8,0.438,2.5,0.364,1.017,0.295,1.1,0.719,0.306,4.4,0.231,0.077,0.2,1.133,0.462,2.5,0.0,0.0,0.0,1.326,0.455,4.4,0.833,0.385,0.5,0.0,0.0,0.0,0.983,0.352,1.1,0.0,0.0,0.0,53.3,0.7,9.9,0.101
102,Dewayne Dedmon,MIA,0.708,0.2,1.8,3.6,0.8,0.6,0.4,2.3,7.1,4.3,0.083,0.92,0.137,0.282,12.9,0.735,0.183,0.149,C,0.383,1.5,0.035,0.255,0.75,0.113,0.18999999999999995,-0.2689999999999999,0.128,0.18999999999999995,-0.17200000000000015,0.117,0.31000000000000005,0.07600000000000001,0.117,3.06,0.94,0.88,0.06,1.69,0.06,0.19,2.4,0.809,0.3,0.5,0.1,1.0,0.0,0.0,0.1,0.5,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.647,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.357,0.652,1.8,0.0,0.0,0.0,1.526,0.917,1.2,14.3,0.0,1.0,0.052
103,Dillon Brooks,MEM,0.419,0.344,0.8,2.1,2.3,1.2,0.4,3.5,17.2,2.3,0.112,1.32,0.026,0.069,8.6,0.515,0.256,0.066,G-F,0.331,2.52,-0.025,0.394,2.13,0.05,0.5499999999999998,-0.06399999999999989,0.092,0.5200000000000005,0.005999999999999839,0.091,0.43999999999999995,-0.02100000000000002,0.093,2.81,2.93,2.76,0.03,0.33,0.24,0.43,1.9,0.589,0.5,0.313,1.2,0.403,0.8,0.469,0.9,0.452,1.1,0.288,0.857,0.382,0.9,0.797,0.4,4.6,0.0,0.0,0.0,1.178,0.502,3.9,0.0,0.0,0.0,1.04,0.416,4.1,0.786,0.362,2.0,1.095,0.611,0.3,0.789,0.349,1.4,0.759,0.348,0.4,22.4,0.3,4.1,0.105
104,Domantas Sabonis,IND,0.535,0.321,2.4,9.5,6.7,1.2,0.5,3.3,20.3,-1.5,0.283,1.95,0.066,0.259,12.8,0.601,0.239,0.154,F-C,0.477,4.85,-0.064,0.218,1.39,-0.018,0.9400000000000004,-0.08599999999999991,0.112,0.7199999999999993,-0.062,0.091,0.6399999999999999,-0.039000000000000035,0.101,7.97,2.6,2.26,0.03,6.5,0.65,0.4,5.4,0.691,0.9,0.403,0.3,0.333,0.3,0.382,0.1,0.269,0.7,0.324,1.034,0.581,1.0,1.4,0.778,0.2,1.06,0.503,3.8,1.155,0.673,2.7,0.842,0.481,4.2,0.912,0.364,2.4,0.457,0.182,0.6,1.318,0.683,2.5,0.0,0.0,0.0,1.107,0.579,1.7,75.5,0.3,11.4,0.089
105,Donovan Mitchell,UTA,0.438,0.386,0.9,3.5,5.2,1.0,0.3,2.2,26.4,5.4,0.266,1.88,0.028,0.095,8.9,0.569,0.327,0.138,G,0.355,2.25,0.037,0.377,1.43,0.025,0.31999999999999984,-0.2029999999999999,0.106,0.33999999999999986,0.008999999999999952,0.082,0.3800000000000001,0.10199999999999998,0.081,1.57,1.72,1.75,0.04,0.21,0.62,0.62,2.8,0.546,1.0,0.399,0.8,0.471,0.7,0.42,1.2,0.383,2.4,0.391,1.006,0.424,2.9,0.96,0.43,11.2,0.0,0.0,0.0,0.975,0.453,4.6,0.0,0.0,0.0,1.286,0.47,3.4,0.954,0.333,1.2,1.75,0.875,0.2,1.161,0.407,0.6,1.286,0.611,0.4,46.3,0.7,9.8,0.113
106,Donta Hall,ORL,0.714,0.0,1.8,2.9,0.8,0.4,0.8,1.4,5.6,-1.5,0.102,1.38,0.126,0.193,11.6,0.731,0.135,0.145,C,0.42,1.73,-0.188,0.2,0.55,-0.047,0.54,-0.03299999999999992,0.11,0.6400000000000001,0.12300000000000011,0.12,0.44999999999999996,-0.02999999999999997,0.15,4.08,1.0,0.69,0.15,2.08,0.15,0.08,1.6,0.778,0.2,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.294,0.667,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.778,0.8,0.0,0.0,0.0,1.0,0.636,1.2,14.2,0.0,1.5,0.06
107,Donte DiVincenzo,MIL,0.42,0.379,1.2,4.5,3.1,1.1,0.2,1.7,10.4,4.6,0.137,2.23,0.043,0.155,9.8,0.542,0.163,0.087,G,0.388,2.48,-0.028,0.382,1.55,-0.001,0.3500000000000001,-0.1259999999999999,0.08,0.48999999999999955,0.05599999999999994,0.093,0.27,0.03999999999999998,0.058,2.23,2.68,2.17,0.05,0.41,0.55,0.48,1.5,0.529,0.1,0.389,0.1,0.25,0.1,0.364,0.5,0.439,1.4,0.357,0.667,0.313,0.3,0.842,0.398,2.1,1.438,0.6,0.2,0.929,0.455,2.4,0.0,0.0,0.0,1.058,0.379,2.9,0.98,0.381,0.8,1.043,0.526,0.7,1.0,0.4,0.6,0.872,0.531,0.6,32.2,0.3,5.4,0.096
108,Dorian Finney-Smith,DAL,0.472,0.394,1.6,3.8,1.7,0.9,0.4,2.3,9.8,3.3,0.07,2.13,0.052,0.116,7.6,0.609,0.12,0.074,F,0.325,1.97,-0.095,0.371,1.53,-0.012,0.40000000000000013,-0.18099999999999994,0.098,0.7300000000000002,0.127,0.113,0.3999999999999999,-0.01200000000000001,0.092,3.78,2.48,1.68,0.02,0.97,0.37,0.38,1.5,0.708,0.1,0.263,0.1,0.5,0.0,0.125,1.1,0.392,0.9,0.397,0.0,0.0,0.0,1.0,0.5,0.4,1.241,0.481,0.5,1.25,0.543,1.4,0.0,0.0,0.0,1.099,0.398,4.4,0.667,0.333,0.2,1.444,0.75,0.6,1.167,0.417,0.2,1.146,0.619,0.8,29.9,0.3,3.4,0.057
109,Doug McDermott,IND,0.532,0.388,0.9,2.4,1.3,0.3,0.1,1.8,13.6,-0.7,0.075,1.6,0.036,0.096,6.3,0.635,0.194,0.096,F,0.426,2.11,-0.031,0.364,1.18,0.018,0.3500000000000001,-0.12599999999999995,0.103,0.2300000000000002,-0.019000000000000072,0.065,0.10000000000000009,-0.10100000000000003,0.042,2.12,1.64,0.44,0.03,0.14,0.24,0.15,3.3,0.678,0.3,0.5,0.1,0.417,0.0,0.25,0.6,0.411,1.1,0.384,0.0,0.0,0.0,1.05,0.588,0.3,1.0,0.385,0.2,1.404,0.612,1.7,0.0,0.0,0.0,1.019,0.399,2.4,1.097,0.458,2.5,1.57,0.771,1.6,0.992,0.456,1.8,1.388,0.705,0.7,17.1,0.3,2.0,0.075
110,Draymond Green,GSW,0.447,0.27,0.9,6.2,8.9,1.7,0.8,3.1,7.0,3.8,0.345,2.97,0.028,0.184,16.2,0.53,0.128,0.107,F,0.35,2.6,-0.128,0.346,1.87,0.004,0.8399999999999999,-0.0129999999999999,0.108,0.5400000000000005,-1.1102230246251565e-16,0.076,0.7599999999999998,0.034999999999999976,0.121,6.79,3.19,2.87,0.27,3.05,0.32,0.41,1.8,0.633,0.2,0.343,0.0,0.125,0.1,0.368,0.2,0.313,0.4,0.261,0.2,0.143,0.2,0.898,0.5,0.8,1.235,0.65,0.8,0.738,0.528,1.7,0.636,0.538,0.3,0.754,0.306,2.3,0.0,0.0,0.0,0.986,0.559,1.1,0.929,0.417,0.2,0.92,0.435,0.4,63.2,0.7,15.0,0.14
111,Drew Eubanks,SAS,0.566,1.0,1.4,3.1,0.8,0.3,0.9,1.6,5.8,-1.8,0.086,0.93,0.09,0.207,13.2,0.618,0.166,0.115,F-C,0.482,2.0,-0.108,0.248,0.58,-0.064,0.3999999999999999,0.05900000000000005,0.082,0.20000000000000018,-0.1329999999999999,0.068,0.4600000000000001,0.10099999999999998,0.119,4.22,1.39,0.8,0.0,2.5,0.15,0.17,1.6,0.607,0.3,0.409,0.1,0.429,0.1,0.7,0.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046,0.565,1.6,1.0,0.462,0.3,1.042,0.429,0.4,0.941,0.5,0.3,0.0,0.0,0.0,1.486,0.724,1.3,0.0,0.0,0.0,0.952,0.457,0.8,16.5,0.0,1.3,0.047
112,Duncan Robinson,MIA,0.439,0.408,0.1,3.4,1.8,0.6,0.3,2.5,13.1,1.6,0.082,1.57,0.003,0.109,8.5,0.628,0.162,0.075,F,0.368,2.77,0.037,0.403,1.69,-0.015,0.3900000000000001,-0.1859999999999999,0.098,0.3500000000000001,0.08799999999999997,0.059,0.41000000000000014,0.10399999999999998,0.072,2.88,3.04,1.17,0.18,1.08,0.22,0.35,0.7,0.758,0.1,0.5,0.1,0.429,0.0,0.222,1.1,0.404,2.3,0.407,0.0,0.0,0.0,0.818,0.333,0.8,1.588,0.563,0.2,1.115,0.462,1.4,0.0,0.0,0.0,1.191,0.418,3.1,1.062,0.385,2.7,1.605,0.784,0.5,1.299,0.469,1.9,0.0,0.0,0.0,26.8,0.3,3.2,0.066
113,Dwayne Bacon,ORL,0.402,0.285,0.4,2.7,1.3,0.6,0.1,1.4,10.9,-6.2,0.08,2.02,0.015,0.102,4.9,0.49,0.193,0.069,G-F,0.344,2.19,0.02,0.408,1.36,-0.043,0.4500000000000002,-0.039999999999999925,0.091,0.1999999999999995,-0.06800000000000017,0.056,0.43999999999999995,0.04799999999999999,0.101,2.04,2.21,0.97,0.0,0.08,0.24,0.38,1.9,0.532,0.4,0.373,0.5,0.391,0.4,0.36,0.3,0.269,0.6,0.293,0.929,0.371,0.6,0.921,0.392,3.5,0.0,0.0,0.0,1.063,0.47,2.4,0.0,0.0,0.0,0.797,0.321,2.9,0.894,0.413,1.2,1.375,0.643,0.2,0.88,0.391,0.3,1.28,0.609,0.3,16.9,0.3,3.0,0.076
114,Dwight Howard,PHI,0.587,0.25,2.8,5.7,0.9,0.4,0.9,2.9,7.0,-1.0,0.076,0.54,0.148,0.309,19.7,0.61,0.173,0.13,C-F,0.415,2.04,-0.045,0.198,0.54,-0.04,0.4500000000000002,-0.11099999999999993,0.124,0.44999999999999996,-0.11300000000000004,0.126,0.42999999999999994,0.0,0.137,3.91,0.61,1.09,0.0,3.07,0.1,0.16,2.2,0.621,0.2,0.615,0.0,0.286,0.1,0.571,0.1,0.5,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,1.155,0.594,1.2,0.905,0.636,0.3,0.907,0.536,0.8,1.103,0.545,0.4,0.0,0.0,0.0,1.247,0.69,1.1,0.0,0.0,0.0,1.113,0.56,2.2,22.9,0.1,1.2,0.039
115,Dwight Powell,DAL,0.619,0.238,1.4,2.7,1.1,0.6,0.5,2.3,5.9,1.3,0.09,1.58,0.086,0.158,11.3,0.688,0.129,0.099,F-C,0.376,1.96,-0.021,0.277,0.79,-0.028,0.45999999999999996,-0.12899999999999995,0.128,0.39000000000000035,0.0039999999999998925,0.09,0.34999999999999987,-0.062,0.13,4.55,1.9,1.09,0.0,3.29,0.21,0.29,2.0,0.706,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.379,0.681,1.5,1.5,0.75,0.3,0.0,0.0,0.0,0.867,0.333,0.5,0.0,0.0,0.0,1.22,0.645,1.4,0.0,0.0,0.0,1.2,0.667,0.5,19.8,0.0,1.6,0.055
116,Dylan Windler,CLE,0.438,0.338,0.6,2.8,1.1,0.6,0.4,1.2,5.2,-2.0,0.089,1.03,0.039,0.171,15.5,0.567,0.14,0.082,G-F,0.461,1.68,-0.034,0.29,0.58,-0.052,0.32000000000000006,-0.027999999999999914,0.104,0.18999999999999995,-0.06000000000000005,0.083,0.13,-0.03899999999999998,0.061,1.77,1.45,1.23,0.0,0.06,0.32,0.42,0.8,0.632,0.2,0.5,0.1,0.4,0.0,0.0,0.5,0.366,0.4,0.314,0.0,0.0,0.0,1.1,0.571,0.3,0.0,0.0,0.0,0.909,0.5,1.1,0.0,0.0,0.0,0.75,0.263,2.1,1.0,0.625,0.4,1.278,0.625,0.6,1.4,0.625,0.3,0.0,0.0,0.0,17.8,0.1,2.4,0.06
117,E'Twaun Moore,PHX,0.455,0.314,0.5,1.1,1.5,0.6,0.2,1.2,4.9,0.3,0.14,1.74,0.035,0.08,12.0,0.523,0.164,0.064,G,0.347,1.35,0.067,0.307,0.42,-0.116,0.33999999999999986,-0.0819999999999999,0.133,0.20000000000000018,-0.10700000000000004,0.107,0.31,0.14700000000000002,0.106,1.59,1.15,0.89,0.0,0.15,0.22,0.26,0.5,0.433,0.5,0.448,0.4,0.75,0.0,0.25,0.4,0.458,0.2,0.278,0.0,0.0,0.0,0.829,0.515,1.5,0.0,0.0,0.0,0.667,0.286,0.8,0.0,0.0,0.0,0.889,0.375,1.7,1.071,0.538,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.4,2.7,0.076
118,Ed Davis,MIN,0.432,0.0,2.0,3.0,0.9,0.6,0.6,2.4,2.1,-2.0,0.1,3.0,0.127,0.235,9.0,0.487,0.078,0.079,C-F,0.436,2.3,-0.013,0.192,0.7,0.055,0.40000000000000036,-0.09299999999999992,0.105,0.2500000000000002,-0.237,0.105,0.75,0.14700000000000002,0.163,3.13,0.7,0.78,0.0,2.74,0.3,0.13,0.8,0.415,0.1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.417,0.6,0.0,0.0,0.0,1.0,0.478,1.0,22.2,0.2,1.9,0.041
119,Edmond Sumner,IND,0.525,0.398,0.3,1.4,0.9,0.6,0.2,1.7,7.5,-0.6,0.075,0.96,0.02,0.083,12.2,0.626,0.176,0.072,G,0.404,1.5,0.043,0.333,0.77,0.038,0.10000000000000009,-0.3259999999999999,0.092,0.20999999999999996,0.06999999999999995,0.075,0.20999999999999996,-0.007000000000000006,0.096,1.15,0.92,1.25,0.0,0.06,0.17,0.34,1.9,0.649,0.2,0.346,0.1,0.429,0.0,0.167,0.4,0.422,0.3,0.357,0.0,0.0,0.0,0.833,0.464,0.7,0.0,0.0,0.0,1.312,0.631,2.7,0.0,0.0,0.0,1.088,0.456,2.2,0.333,0.214,0.3,1.667,0.889,0.5,0.0,0.0,0.0,0.818,0.4,0.2,11.9,0.1,1.8,0.078
120,Elfrid Payton,NYK,0.432,0.286,1.0,2.4,3.2,0.7,0.1,1.8,10.1,-1.6,0.209,1.97,0.041,0.098,10.6,0.478,0.224,0.079,G,0.333,2.11,-0.016,0.437,1.8,0.012,0.3700000000000001,-0.06099999999999989,0.076,0.3299999999999996,-0.05500000000000016,0.084,0.28,-0.020000000000000018,0.07,1.44,2.67,1.65,0.0,0.1,0.44,0.24,2.6,0.53,0.9,0.397,0.2,0.275,0.2,0.407,0.3,0.286,0.2,0.271,0.774,0.429,0.5,0.813,0.447,5.5,0.0,0.0,0.0,1.022,0.545,1.4,0.0,0.0,0.0,0.788,0.331,2.6,0.944,0.375,0.3,0.947,0.531,0.6,0.0,0.0,0.0,1.0,0.545,0.7,38.4,0.3,6.7,0.084
